Year,UNIT_MEASURE,Administrativna oblast,Spol,Mother tounge,Value
2013,Broj,Istočni Stari Grad,Ž,bosnian,17
2013,Broj,Istočno Novo Sarajevo,Oba spola,bosnian,71
2013,Broj,Istočno Novo Sarajevo,M,bosnian,29
2013,Broj,Istočno Novo Sarajevo,Ž,bosnian,42
2013,Broj,Jezero,Oba spola,bosnian,252
2013,Broj,Jezero,M,bosnian,118
2013,Broj,Jezero,Ž,bosnian,134
2013,Broj,Kalinovik,Oba spola,bosnian,37
2013,Broj,Kalinovik,M,bosnian,15
2013,Broj,Kalinovik,Ž,bosnian,22
2013,Broj,Kneževo,Oba spola,bosnian,404
2013,Broj,Kneževo,M,bosnian,185
2013,Broj,Kneževo,Ž,bosnian,219
2013,Broj,Kozarska Dubica,Oba spola,bosnian,1922
2013,Broj,Kozarska Dubica,M,bosnian,927
2013,Broj,Kozarska Dubica,Ž,bosnian,995
2013,Broj,Kostajnica,Oba spola,bosnian,1283
2013,Broj,Kostajnica,M,bosnian,626
2013,Broj,Kostajnica,Ž,bosnian,657
2013,Broj,Kotor Varoš,Oba spola,bosnian,4517
2013,Broj,Kotor Varoš,M,bosnian,2173
2013,Broj,Kotor Varoš,Ž,bosnian,2344
2013,Broj,Krupa Na Uni,Oba spola,bosnian,3
2013,Broj,Krupa Na Uni,M,bosnian,1
2013,Broj,Krupa Na Uni,Ž,bosnian,2
2013,Broj,Kupres,Oba spola,bosnian,0
2013,Broj,Kupres,M,bosnian,0
2013,Broj,Kupres,Ž,bosnian,0
2013,Broj,Laktaši,Oba spola,bosnian,112
2013,Broj,Laktaši,M,bosnian,58
2013,Broj,Laktaši,Ž,bosnian,54
2013,Broj,Lopare,Oba spola,bosnian,1315
2013,Broj,Lopare,M,bosnian,648
2013,Broj,Lopare,Ž,bosnian,667
2013,Broj,Ljubinje,Oba spola,bosnian,10
2013,Broj,Ljubinje,M,bosnian,5
2013,Broj,Ljubinje,Ž,bosnian,5
2013,Broj,Milići,Oba spola,bosnian,3541
2013,Broj,Milići,M,bosnian,1751
2013,Broj,Milići,Ž,bosnian,1790
2013,Broj,Modriča,Oba spola,bosnian,3008
2013,Broj,Modriča,M,bosnian,1426
2013,Broj,Modriča,Ž,bosnian,1582
2013,Broj,Mrkonjić Grad,Oba spola,bosnian,358
2013,Broj,Mrkonjić Grad,M,bosnian,172
2013,Broj,Mrkonjić Grad,Ž,bosnian,186
2013,Broj,Nevesinje,Oba spola,bosnian,507
2013,Broj,Nevesinje,M,bosnian,261
2013,Broj,Nevesinje,Ž,bosnian,246
2013,Broj,Novi Grad,Oba spola,bosnian,5260
2013,Broj,Novi Grad,M,bosnian,2630
2013,Broj,Novi Grad,Ž,bosnian,2630
2013,Broj,Novo Goražde,Oba spola,bosnian,1338
2013,Broj,Novo Goražde,M,bosnian,671
2013,Broj,Novo Goražde,Ž,bosnian,667
2013,Broj,Osmaci,Oba spola,bosnian,2680
2013,Broj,Osmaci,M,bosnian,1323
2013,Broj,Osmaci,Ž,bosnian,1357
2013,Broj,Oštra Luka,Oba spola,bosnian,39
2013,Broj,Oštra Luka,M,bosnian,16
2013,Broj,Oštra Luka,Ž,bosnian,23
2013,Broj,Pale,Oba spola,bosnian,170
2013,Broj,Pale,M,bosnian,89
2013,Broj,Pale,Ž,bosnian,81
2013,Broj,Pelagićevo,Oba spola,bosnian,24
2013,Broj,Pelagićevo,M,bosnian,6
2013,Broj,Pelagićevo,Ž,bosnian,18
2013,Broj,Petrovac,Oba spola,bosnian,0
2013,Broj,Petrovac,M,bosnian,0
2013,Broj,Petrovac,Ž,bosnian,0
2013,Broj,Petrovo,Oba spola,bosnian,7
2013,Broj,Petrovo,M,bosnian,4
2013,Broj,Petrovo,Ž,bosnian,3
2013,Broj,Grad Prijedor,Oba spola,bosnian,22548
2013,Broj,Grad Prijedor,M,bosnian,10781
2013,Broj,Grad Prijedor,Ž,bosnian,11767
2013,Broj,Prnjavor,Oba spola,bosnian,2792
2013,Broj,Prnjavor,M,bosnian,1344
2013,Broj,Prnjavor,Ž,bosnian,1448
2013,Broj,Ribnik,Oba spola,bosnian,3
2013,Broj,Ribnik,M,bosnian,1
2013,Broj,Ribnik,Ž,bosnian,2
2013,Broj,Rogatica,Oba spola,bosnian,1022
2013,Broj,Rogatica,M,bosnian,525
2013,Broj,Rogatica,Ž,bosnian,497
2013,Broj,Rudo,Oba spola,bosnian,586
2013,Broj,Rudo,M,bosnian,308
2013,Broj,Rudo,Ž,bosnian,278
2013,Broj,Sokolac,Oba spola,bosnian,645
2013,Broj,Sokolac,M,bosnian,340
2013,Broj,Sokolac,Ž,bosnian,305
2013,Broj,Srbac,Oba spola,bosnian,389
2013,Broj,Srbac,M,bosnian,181
2013,Broj,Srbac,Ž,bosnian,208
2013,Broj,Srebrenica,Oba spola,bosnian,6145
2013,Broj,Srebrenica,M,bosnian,2921
2013,Broj,Srebrenica,Ž,bosnian,3224
2013,Broj,Teslić,Oba spola,bosnian,7090
2013,Broj,Teslić,M,bosnian,3489
2013,Broj,Teslić,Ž,bosnian,3601
2013,Broj,Grad Trebinje,Oba spola,bosnian,860
2013,Broj,Grad Trebinje,M,bosnian,425
2013,Broj,Grad Trebinje,Ž,bosnian,435
2013,Broj,Trnovo,Oba spola,bosnian,820
2013,Broj,Trnovo,M,bosnian,406
2013,Broj,Trnovo,Ž,bosnian,414
2013,Broj,Ugljevik,Oba spola,bosnian,2000
2013,Broj,Ugljevik,M,bosnian,975
2013,Broj,Ugljevik,Ž,bosnian,1025
2013,Broj,Foča,Oba spola,bosnian,1182
2013,Broj,Foča,M,bosnian,633
2013,Broj,Foča,Ž,bosnian,549
2013,Broj,Han Pijesak,Oba spola,bosnian,433
2013,Broj,Han Pijesak,M,bosnian,211
2013,Broj,Han Pijesak,Ž,bosnian,222
2013,Broj,Čajniče,Oba spola,bosnian,839
2013,Broj,Čajniče,M,bosnian,441
2013,Broj,Čajniče,Ž,bosnian,398
2013,Broj,Čelinac,Oba spola,bosnian,391
2013,Broj,Čelinac,M,bosnian,195
2013,Broj,Čelinac,Ž,bosnian,196
2013,Broj,Šamac,Oba spola,bosnian,1110
2013,Broj,Šamac,M,bosnian,527
2013,Broj,Šamac,Ž,bosnian,583
2013,Broj,Šekovići,Oba spola,bosnian,104
2013,Broj,Šekovići,M,bosnian,52
2013,Broj,Šekovići,Ž,bosnian,52
2013,Broj,Šipovo,Oba spola,bosnian,592
2013,Broj,Šipovo,M,bosnian,298
2013,Broj,Šipovo,Ž,bosnian,294
2013,Broj,Republika Srpska,Oba spola,croatian,17315
2013,Broj,Republika Srpska,M,croatian,7870
2013,Broj,Republika Srpska,Ž,croatian,9445
2013,Broj,Grad Banja Luka,Oba spola,croatian,1621
2013,Broj,Grad Banja Luka,M,croatian,586
2013,Broj,Grad Banja Luka,Ž,croatian,1035
2013,Broj,Berkovići,Oba spola,croatian,4
2013,Broj,Berkovići,M,croatian,1
2013,Broj,Berkovići,Ž,croatian,3
2013,Broj,Grad Bijeljina,Oba spola,croatian,134
2013,Broj,Grad Bijeljina,M,croatian,34
2013,Broj,Grad Bijeljina,Ž,croatian,100
2013,Broj,Bileća,Oba spola,croatian,6
2013,Broj,Bileća,M,croatian,0
2013,Broj,Bileća,Ž,croatian,6
2013,Broj,Bratunac,Oba spola,croatian,10
2013,Broj,Bratunac,M,croatian,2
2013,Broj,Bratunac,Ž,croatian,8
2013,Broj,Brod,Oba spola,croatian,2842
2013,Broj,Brod,M,croatian,1369
2013,Broj,Brod,Ž,croatian,1473
2013,Broj,Višegrad,Oba spola,croatian,6
2013,Broj,Višegrad,M,croatian,0
2013,Broj,Višegrad,Ž,croatian,6
2013,Broj,Vlasenica,Oba spola,croatian,7
2013,Broj,Vlasenica,M,croatian,2
2013,Broj,Vlasenica,Ž,croatian,5
2013,Broj,Vukosavlje,Oba spola,croatian,663
2013,Broj,Vukosavlje,M,croatian,326
2013,Broj,Vukosavlje,Ž,croatian,337
2013,Broj,Gacko,Oba spola,croatian,4
2013,Broj,Gacko,M,croatian,4
2013,Broj,Gacko,Ž,croatian,0
2013,Broj,Grad Gradiška,Oba spola,croatian,358
2013,Broj,Grad Gradiška,M,croatian,120
2013,Broj,Grad Gradiška,Ž,croatian,238
2013,Broj,Grad Derventa,Oba spola,croatian,1861
2013,Broj,Grad Derventa,M,croatian,950
2013,Broj,Grad Derventa,Ž,croatian,911
2013,Broj,Grad Doboj,Oba spola,croatian,869
2013,Broj,Grad Doboj,M,croatian,378
2013,Broj,Grad Doboj,Ž,croatian,491
2013,Broj,Donji Žabar,Oba spola,croatian,985
2013,Broj,Donji Žabar,M,croatian,497
2013,Broj,Donji Žabar,Ž,croatian,488
2013,Broj,Grad Zvornik,Oba spola,croatian,29
2013,Broj,Grad Zvornik,M,croatian,2
2013,Broj,Grad Zvornik,Ž,croatian,27
2013,Broj,Istočna Ilidža,Oba spola,croatian,76
2013,Broj,Istočna Ilidža,M,croatian,24
2013,Broj,Istočna Ilidža,Ž,croatian,52
2013,Broj,Istočni Drvar,Oba spola,croatian,1
2013,Broj,Istočni Drvar,M,croatian,0
2013,Broj,Istočni Drvar,Ž,croatian,1
2013,Broj,Istočni Mostar,Oba spola,croatian,11
2013,Broj,Istočni Mostar,M,croatian,8
2013,Broj,Istočni Mostar,Ž,croatian,3
2013,Broj,Istočni Stari Grad,Oba spola,croatian,1
2013,Broj,Istočni Stari Grad,M,croatian,0
2013,Broj,Istočni Stari Grad,Ž,croatian,1
2013,Broj,Istočno Novo Sarajevo,Oba spola,croatian,44
2013,Broj,Istočno Novo Sarajevo,M,croatian,14
2013,Broj,Istočno Novo Sarajevo,Ž,croatian,30
2013,Broj,Jezero,Oba spola,croatian,3
2013,Broj,Jezero,M,croatian,2
2013,Broj,Jezero,Ž,croatian,1
2013,Broj,Kalinovik,Oba spola,croatian,3
2013,Broj,Kalinovik,M,croatian,1
2013,Broj,Kalinovik,Ž,croatian,2
2013,Broj,Kneževo,Oba spola,croatian,17
2013,Broj,Kneževo,M,croatian,4
2013,Broj,Kneževo,Ž,croatian,13
2013,Broj,Kozarska Dubica,Oba spola,croatian,151
2013,Broj,Kozarska Dubica,M,croatian,39
2013,Broj,Kozarska Dubica,Ž,croatian,112
2013,Broj,Kostajnica,Oba spola,croatian,72
2013,Broj,Kostajnica,M,croatian,24
2013,Broj,Kostajnica,Ž,croatian,48
2013,Broj,Kotor Varoš,Oba spola,croatian,714
2013,Broj,Kotor Varoš,M,croatian,357
2013,Broj,Kotor Varoš,Ž,croatian,357
2013,Broj,Krupa Na Uni,Oba spola,croatian,3
2013,Broj,Krupa Na Uni,M,croatian,0
2013,Broj,Krupa Na Uni,Ž,croatian,3
2013,Broj,Kupres,Oba spola,croatian,0
2013,Broj,Kupres,M,croatian,0
2013,Broj,Kupres,Ž,croatian,0
2013,Broj,Laktaši,Oba spola,croatian,175
2013,Broj,Laktaši,M,croatian,60
2013,Broj,Laktaši,Ž,croatian,115
2013,Broj,Lopare,Oba spola,croatian,23
2013,Broj,Lopare,M,croatian,1
2013,Broj,Lopare,Ž,croatian,22
2013,Broj,Ljubinje,Oba spola,croatian,7
2013,Broj,Ljubinje,M,croatian,2
2013,Broj,Ljubinje,Ž,croatian,5
2013,Broj,Milići,Oba spola,croatian,4
2013,Broj,Milići,M,croatian,1
2013,Broj,Milići,Ž,croatian,3
2013,Broj,Modriča,Oba spola,croatian,1246
2013,Broj,Modriča,M,croatian,624
2013,Broj,Modriča,Ž,croatian,622
2013,Broj,Mrkonjić Grad,Oba spola,croatian,85
2013,Broj,Mrkonjić Grad,M,croatian,37
2013,Broj,Mrkonjić Grad,Ž,croatian,48
2013,Broj,Nevesinje,Oba spola,croatian,14
2013,Broj,Nevesinje,M,croatian,5
2013,Broj,Nevesinje,Ž,croatian,9
2013,Broj,Novi Grad,Oba spola,croatian,79
2013,Broj,Novi Grad,M,croatian,17
2013,Broj,Novi Grad,Ž,croatian,62
2013,Broj,Novo Goražde,Oba spola,croatian,1
2013,Broj,Novo Goražde,M,croatian,0
2013,Broj,Novo Goražde,Ž,croatian,1
2013,Broj,Osmaci,Oba spola,croatian,3
2013,Broj,Osmaci,M,croatian,1
2013,Broj,Osmaci,Ž,croatian,2
2013,Broj,Oštra Luka,Oba spola,croatian,92
2013,Broj,Oštra Luka,M,croatian,43
2013,Broj,Oštra Luka,Ž,croatian,49
2013,Broj,Pale,Oba spola,croatian,31
2013,Broj,Pale,M,croatian,6
2013,Broj,Pale,Ž,croatian,25
2013,Broj,Pelagićevo,Oba spola,croatian,1159
2013,Broj,Pelagićevo,M,croatian,571
2013,Broj,Pelagićevo,Ž,croatian,588
2013,Broj,Petrovac,Oba spola,croatian,0
2013,Broj,Petrovac,M,croatian,0
2013,Broj,Petrovac,Ž,croatian,0
2013,Broj,Petrovo,Oba spola,croatian,12
2013,Broj,Petrovo,M,croatian,2
2013,Broj,Petrovo,Ž,croatian,10
2013,Broj,Grad Prijedor,Oba spola,croatian,639
2013,Broj,Grad Prijedor,M,croatian,284
2013,Broj,Grad Prijedor,Ž,croatian,355
2013,Broj,Prnjavor,Oba spola,croatian,171
2013,Broj,Prnjavor,M,croatian,59
2013,Broj,Prnjavor,Ž,croatian,112
2013,Broj,Ribnik,Oba spola,croatian,2
2013,Broj,Ribnik,M,croatian,0
2013,Broj,Ribnik,Ž,croatian,2
2013,Broj,Rogatica,Oba spola,croatian,7
2013,Broj,Rogatica,M,croatian,1
2013,Broj,Rogatica,Ž,croatian,6
2013,Broj,Rudo,Oba spola,croatian,0
2013,Broj,Rudo,M,croatian,0
2013,Broj,Rudo,Ž,croatian,0
2013,Broj,Sokolac,Oba spola,croatian,8
2013,Broj,Sokolac,M,croatian,1
2013,Broj,Sokolac,Ž,croatian,7
2013,Broj,Srbac,Oba spola,croatian,54
2013,Broj,Srbac,M,croatian,8
2013,Broj,Srbac,Ž,croatian,46
2013,Broj,Srebrenica,Oba spola,croatian,6
2013,Broj,Srebrenica,M,croatian,2
2013,Broj,Srebrenica,Ž,croatian,4
2013,Broj,Teslić,Oba spola,croatian,766
2013,Broj,Teslić,M,croatian,360
2013,Broj,Teslić,Ž,croatian,406
2013,Broj,Grad Trebinje,Oba spola,croatian,149
2013,Broj,Grad Trebinje,M,croatian,66
2013,Broj,Grad Trebinje,Ž,croatian,83
2013,Broj,Trnovo,Oba spola,croatian,13
2013,Broj,Trnovo,M,croatian,5
2013,Broj,Trnovo,Ž,croatian,8
