Year,UNIT_MEASURE,Старост,Пол,Value
2014,Број,2,Укупно,10468
2014,Број,3,Укупно,10700
2014,Број,4,Укупно,11160
2014,Број,5,Укупно,11209
2014,Број,6,Укупно,10928
2014,Број,7,Укупно,10722
2014,Број,8,Укупно,10734
2014,Број,9,Укупно,10824
2014,Број,10,Укупно,10881
2014,Број,11,Укупно,10955
2014,Број,12,Укупно,11307
2014,Број,13,Укупно,11679
2014,Број,14,Укупно,11779
2014,Број,15,Укупно,12325
2014,Број,16,Укупно,13691
2014,Број,17,Укупно,14443
2014,Број,18,Укупно,14535
2014,Број,19,Укупно,14438
2014,Број,20,Укупно,12851
2014,Број,21,Укупно,11738
2014,Број,22,Укупно,12885
2014,Број,23,Укупно,13776
2014,Број,24,Укупно,13788
2014,Број,25,Укупно,14388
2014,Број,26,Укупно,14859
2014,Број,27,Укупно,15012
2014,Број,28,Укупно,15307
2014,Број,29,Укупно,15730
2014,Број,30,Укупно,16122
2014,Број,31,Укупно,16231
2014,Број,32,Укупно,16154
2014,Број,33,Укупно,16155
2014,Број,34,Укупно,16060
2014,Број,35,Укупно,15958
2014,Број,36,Укупно,16056
2014,Број,37,Укупно,16474
2014,Број,38,Укупно,16500
2014,Број,39,Укупно,15864
2014,Број,40,Укупно,15560
2014,Број,41,Укупно,15677
2014,Број,42,Укупно,15559
2014,Број,43,Укупно,14777
2014,Број,44,Укупно,14643
2014,Број,45,Укупно,15227
2014,Број,46,Укупно,15746
2014,Број,47,Укупно,16401
2014,Број,48,Укупно,17064
2014,Број,49,Укупно,17077
2014,Број,50,Укупно,16985
2014,Број,51,Укупно,17725
2014,Број,52,Укупно,18172
2014,Број,53,Укупно,18356
2014,Број,54,Укупно,18543
2014,Број,55,Укупно,18759
2014,Број,56,Укупно,18096
2014,Број,57,Укупно,18085
2014,Број,58,Укупно,18829
2014,Број,59,Укупно,19354
2014,Број,60,Укупно,19267
2014,Број,61,Укупно,19012
2014,Број,62,Укупно,17467
2014,Број,63,Укупно,16135
2014,Број,64,Укупно,16601
2014,Број,65,Укупно,15478
2014,Број,66,Укупно,14402
2014,Број,67,Укупно,13632
2014,Број,68,Укупно,11236
2014,Број,69,Укупно,9434
2014,Број,70,Укупно,9427
2014,Број,71,Укупно,9608
2014,Број,72,Укупно,10342
2014,Број,73,Укупно,11488
2014,Број,74,Укупно,11617
2014,Број,75,Укупно,11033
2014,Број,76,Укупно,10576
2014,Број,77,Укупно,9940
2014,Број,78,Укупно,8933
2014,Број,79,Укупно,7983
2014,Број,80,Укупно,7063
2014,Број,81,Укупно,6128
2014,Број,82,Укупно,5045
2014,Број,83,Укупно,4428
2014,Број,84,Укупно,3833
2014,Број,85,Укупно,3189
2014,Број,86,Укупно,2526
2014,Број,87,Укупно,1804
2014,Број,88,Укупно,1341
2014,Број,89,Укупно,975
2014,Број,90 +,Укупно,2300
2014,Број,Укупно,M,570176
2014,Број,0,M,4901
2014,Број,1,M,5132
2014,Број,2,M,5344
2014,Број,3,M,5469
2014,Број,4,M,5744
2014,Број,5,M,5813
2014,Број,6,M,5589
2014,Број,7,M,5447
2014,Број,8,M,5474
2014,Број,9,M,5588
2014,Број,10,M,5610
2014,Број,11,M,5630
2014,Број,12,M,5861
2014,Број,13,M,6011
2014,Број,14,M,6013
2014,Број,15,M,6326
2014,Број,16,M,7057
2014,Број,17,M,7435
2014,Број,18,M,7420
2014,Број,19,M,7426
2014,Број,20,M,6726
2014,Број,21,M,6193
2014,Број,22,M,6735
2014,Број,23,M,7136
2014,Број,24,M,7105
2014,Број,25,M,7384
2014,Број,26,M,7592
2014,Број,27,M,7556
2014,Број,28,M,7777
2014,Број,29,M,8086
2014,Број,30,M,8260
2014,Број,31,M,8252
2014,Број,32,M,8175
2014,Број,33,M,8188
2014,Број,34,M,8119
2014,Број,35,M,8138
2014,Број,36,M,8202
2014,Број,37,M,8405
2014,Број,38,M,8447
2014,Број,39,M,8149
2014,Број,40,M,8001
2014,Број,41,M,8053
2014,Број,42,M,7970
2014,Број,43,M,7508
2014,Број,44,M,7486
2014,Број,45,M,7723
2014,Број,46,M,7916
2014,Број,47,M,8249
2014,Број,48,M,8537
2014,Број,49,M,8506
2014,Број,50,M,8385
2014,Број,51,M,8714
2014,Број,52,M,8947
2014,Број,53,M,9030
2014,Број,54,M,9065
2014,Број,55,M,9088
2014,Број,56,M,8723
2014,Број,57,M,8711
2014,Број,58,M,9096
2014,Број,59,M,9368
2014,Број,60,M,9293
2014,Број,61,M,9070
2014,Број,62,M,8313
2014,Број,63,M,7610
2014,Број,64,M,7776
2014,Број,65,M,7170
2014,Број,66,M,6567
2014,Број,67,M,6201
2014,Број,68,M,5051
2014,Број,69,M,4191
2014,Број,70,M,4078
2014,Број,71,M,4106
2014,Број,72,M,4456
2014,Број,73,M,4896
2014,Број,74,M,4890
2014,Број,75,M,4602
2014,Број,76,M,4348
2014,Број,77,M,4005
2014,Број,78,M,3503
2014,Број,79,M,3061
2014,Број,80,M,2690
2014,Број,81,M,2285
2014,Број,82,M,1878
2014,Број,83,M,1632
2014,Број,84,M,1409
2014,Број,85,M,1202
2014,Број,86,M,924
2014,Број,87,M,586
2014,Број,88,M,427
2014,Број,89,M,291
2014,Број,90 +,M,674
2014,Број,Укупно,Ж,596906
2014,Број,0,Ж,4574
2014,Број,1,Ж,4911
2014,Број,2,Ж,5124
2014,Број,3,Ж,5231
2014,Број,4,Ж,5416
2014,Број,5,Ж,5396
2014,Број,6,Ж,5339
2014,Број,7,Ж,5275
2014,Број,8,Ж,5260
2014,Број,9,Ж,5236
2014,Број,10,Ж,5271
2014,Број,11,Ж,5325
2014,Број,12,Ж,5446
2014,Број,13,Ж,5668
2014,Број,14,Ж,5766
2014,Број,15,Ж,5999
2014,Број,16,Ж,6634
2014,Број,17,Ж,7008
2014,Број,18,Ж,7115
2014,Број,19,Ж,7012
2014,Број,20,Ж,6125
2014,Број,21,Ж,5545
2014,Број,22,Ж,6150
2014,Број,23,Ж,6640
2014,Број,24,Ж,6683
2014,Број,25,Ж,7004
2014,Број,26,Ж,7267
2014,Број,27,Ж,7456
2014,Број,28,Ж,7530
2014,Број,29,Ж,7644
2014,Број,30,Ж,7862
2014,Број,31,Ж,7979
2014,Број,32,Ж,7979
2014,Број,33,Ж,7967
2014,Број,34,Ж,7941
2014,Број,35,Ж,7820
2014,Број,36,Ж,7854
2014,Број,37,Ж,8069
2014,Број,38,Ж,8053
2014,Број,39,Ж,7715
2014,Број,40,Ж,7559
2014,Број,41,Ж,7624
2014,Број,42,Ж,7589
2014,Број,43,Ж,7269
2014,Број,44,Ж,7157
2014,Број,45,Ж,7504
2014,Број,46,Ж,7830
2014,Број,47,Ж,8152
2014,Број,48,Ж,8527
2014,Број,49,Ж,8571
2014,Број,50,Ж,8600
2014,Број,51,Ж,9011
2014,Број,52,Ж,9225
2014,Број,53,Ж,9326
2014,Број,54,Ж,9478
2014,Број,55,Ж,9671
2014,Број,56,Ж,9373
2014,Број,57,Ж,9374
2014,Број,58,Ж,9733
2014,Број,59,Ж,9986
2014,Број,60,Ж,9974
2014,Број,61,Ж,9942
2014,Број,62,Ж,9154
2014,Број,63,Ж,8525
2014,Број,64,Ж,8825
2014,Број,65,Ж,8308
2014,Број,66,Ж,7835
2014,Број,67,Ж,7431
2014,Број,68,Ж,6185
2014,Број,69,Ж,5243
2014,Број,70,Ж,5349
2014,Број,71,Ж,5502
2014,Број,72,Ж,5886
2014,Број,73,Ж,6592
2014,Број,74,Ж,6727
2014,Број,75,Ж,6431
2014,Број,76,Ж,6228
2014,Број,77,Ж,5935
2014,Број,78,Ж,5430
2014,Број,79,Ж,4922
2014,Број,80,Ж,4373
2014,Број,81,Ж,3843
2014,Број,82,Ж,3167
2014,Број,83,Ж,2796
2014,Број,84,Ж,2424
2014,Број,85,Ж,1987
2014,Број,86,Ж,1602
2014,Број,87,Ж,1218
2014,Број,88,Ж,914
2014,Број,89,Ж,684
2014,Број,90 +,Ж,1626
2015,Број,Укупно,Укупно,1162164
2015,Број,0,Укупно,9368
2015,Број,1,Укупно,9480
2015,Број,2,Укупно,10048
2015,Број,3,Укупно,10472
2015,Број,4,Укупно,10699
2015,Број,5,Укупно,11158
2015,Број,6,Укупно,11226
2015,Број,7,Укупно,10930
2015,Број,8,Укупно,10711
2015,Број,9,Укупно,10730
2015,Број,10,Укупно,10837
2015,Број,11,Укупно,10876
2015,Број,12,Укупно,10949
2015,Број,13,Укупно,11309
2015,Број,14,Укупно,11676
2015,Број,15,Укупно,11771
2015,Број,16,Укупно,12323
2015,Број,17,Укупно,13706
2015,Број,18,Укупно,14403
2015,Број,19,Укупно,14524
2015,Број,20,Укупно,14417
2015,Број,21,Укупно,12839
2015,Број,22,Укупно,11722
2015,Број,23,Укупно,12892
2015,Број,24,Укупно,13733
2015,Број,25,Укупно,13773
2015,Број,26,Укупно,14377
2015,Број,27,Укупно,14858
2015,Број,28,Укупно,14999
2015,Број,29,Укупно,15290
2015,Број,30,Укупно,15734
2015,Број,31,Укупно,16115
2015,Број,32,Укупно,16232
2015,Број,33,Укупно,16147
2015,Број,34,Укупно,16137
2015,Број,35,Укупно,16064
2015,Број,36,Укупно,15954
2015,Број,37,Укупно,16030
2015,Број,38,Укупно,16477
2015,Број,39,Укупно,16478
2015,Број,40,Укупно,15850
2015,Број,41,Укупно,15541
2015,Број,42,Укупно,15656
2015,Број,43,Укупно,15537
2015,Број,44,Укупно,14744
2015,Број,45,Укупно,14597
2015,Број,46,Укупно,15178
2015,Број,47,Укупно,15708
2015,Број,48,Укупно,16353
2015,Број,49,Укупно,17002
2015,Број,50,Укупно,17022
2015,Број,51,Укупно,16901
2015,Број,52,Укупно,17634
2015,Број,53,Укупно,18102
2015,Број,54,Укупно,18266
2015,Број,55,Укупно,18435
2015,Број,56,Укупно,18630
2015,Број,57,Укупно,17955
2015,Број,58,Укупно,17962
2015,Број,59,Укупно,18676
2015,Број,60,Укупно,19160
2015,Број,61,Укупно,19063
2015,Број,62,Укупно,18784
2015,Број,63,Укупно,17210
2015,Број,64,Укупно,15908
2015,Број,65,Укупно,16342
2015,Број,66,Укупно,15220
2015,Број,67,Укупно,14140
2015,Број,68,Укупно,13367
2015,Број,69,Укупно,10970
2015,Број,70,Укупно,9171
2015,Број,71,Укупно,9165
2015,Број,72,Укупно,9321
2015,Број,73,Укупно,9976
2015,Број,74,Укупно,11043
2015,Број,75,Укупно,11131
2015,Број,76,Укупно,10467
2015,Број,77,Укупно,9997
2015,Број,78,Укупно,9300
2015,Број,79,Укупно,8321
2015,Број,80,Укупно,7376
2015,Број,81,Укупно,6434
2015,Број,82,Укупно,5511
2015,Број,83,Укупно,4479
2015,Број,84,Укупно,3892
2015,Број,85,Укупно,3318
2015,Број,86,Укупно,2739
2015,Број,87,Укупно,2126
2015,Број,88,Укупно,1446
2015,Број,89,Укупно,1067
2015,Број,90 +,Укупно,2507
2015,Број,Укупно,M,567711
2015,Број,0,M,4854
2015,Број,1,M,4907
2015,Број,2,M,5133
2015,Број,3,M,5348
2015,Број,4,M,5467
2015,Број,5,M,5740
2015,Број,6,M,5826
2015,Број,7,M,5591
2015,Број,8,M,5439
2015,Број,9,M,5476
2015,Број,10,M,5595
2015,Број,11,M,5605
2015,Број,12,M,5622
2015,Број,13,M,5858
2015,Број,14,M,6012
2015,Број,15,M,6012
2015,Број,16,M,6325
2015,Број,17,M,7065
2015,Број,18,M,7414
2015,Број,19,M,7419
2015,Број,20,M,7415
2015,Број,21,M,6719
2015,Број,22,M,6188
2015,Број,23,M,6728
2015,Број,24,M,7116
2015,Број,25,M,7093
2015,Број,26,M,7383
2015,Број,27,M,7594
2015,Број,28,M,7554
2015,Број,29,M,7768
2015,Број,30,M,8090
2015,Број,31,M,8251
2015,Број,32,M,8249
2015,Број,33,M,8176
2015,Број,34,M,8176
2015,Број,35,M,8121
2015,Број,36,M,8129
2015,Број,37,M,8185
2015,Број,38,M,8394
2015,Број,39,M,8428
2015,Број,40,M,8141
2015,Број,41,M,7981
2015,Број,42,M,8040
2015,Број,43,M,7952
2015,Број,44,M,7488
2015,Број,45,M,7457
2015,Број,46,M,7697
2015,Број,47,M,7895
2015,Број,48,M,8216
2015,Број,49,M,8487
2015,Број,50,M,8462
2015,Број,51,M,8327
2015,Број,52,M,8648
2015,Број,53,M,8898
2015,Број,54,M,8966
2015,Број,55,M,8995
2015,Број,56,M,8994
2015,Број,57,M,8626
2015,Број,58,M,8623
2015,Број,59,M,8983
2015,Број,60,M,9239
2015,Број,61,M,9151
2015,Број,62,M,8902
2015,Број,63,M,8128
2015,Број,64,M,7450
2015,Број,65,M,7602
2015,Број,66,M,7000
2015,Број,67,M,6398
2015,Број,68,M,6034
2015,Број,69,M,4894
2015,Број,70,M,4021
2015,Број,71,M,3920
2015,Број,72,M,3939
2015,Број,73,M,4257
2015,Број,74,M,4661
2015,Број,75,M,4642
2015,Број,76,M,4302
2015,Број,77,M,4055
2015,Број,78,M,3719
2015,Број,79,M,3231
2015,Број,80,M,2805
2015,Број,81,M,2394
2015,Број,82,M,2023
2015,Број,83,M,1644
2015,Број,84,M,1419
2015,Број,85,M,1197
2015,Број,86,M,1028
2015,Број,87,M,770
2015,Број,88,M,467
2015,Број,89,M,329
2015,Број,90 +,M,749
2015,Број,Укупно,Ж,594453
2015,Број,0,Ж,4514
2015,Број,1,Ж,4573
2015,Број,2,Ж,4915
2015,Број,3,Ж,5124
2015,Број,4,Ж,5232
2015,Број,5,Ж,5418
2015,Број,6,Ж,5400
2015,Број,7,Ж,5339
2015,Број,8,Ж,5272
2015,Број,9,Ж,5254
2015,Број,10,Ж,5242
2015,Број,11,Ж,5271
2015,Број,12,Ж,5327
2015,Број,13,Ж,5451
2015,Број,14,Ж,5664
2015,Број,15,Ж,5759
2015,Број,16,Ж,5998
2015,Број,17,Ж,6641
2015,Број,18,Ж,6989
2015,Број,19,Ж,7105
2015,Број,20,Ж,7002
2015,Број,21,Ж,6120
2015,Број,22,Ж,5534
2015,Број,23,Ж,6164
2015,Број,24,Ж,6617
2015,Број,25,Ж,6680
2015,Број,26,Ж,6994
2015,Број,27,Ж,7264
2015,Број,28,Ж,7445
2015,Број,29,Ж,7522
2015,Број,30,Ж,7644
2015,Број,31,Ж,7864
2015,Број,32,Ж,7983
2015,Број,33,Ж,7971
2015,Број,34,Ж,7961
2015,Број,35,Ж,7943
2015,Број,36,Ж,7825
2015,Број,37,Ж,7845
2015,Број,38,Ж,8083
2015,Број,39,Ж,8050
2015,Број,40,Ж,7709
2015,Број,41,Ж,7560
2015,Број,42,Ж,7616
2015,Број,43,Ж,7585
2015,Број,44,Ж,7256
2015,Број,45,Ж,7140
2015,Број,46,Ж,7481
2015,Број,47,Ж,7813
2015,Број,48,Ж,8137
2015,Број,49,Ж,8515
2015,Број,50,Ж,8560
2015,Број,51,Ж,8574
2015,Број,52,Ж,8986
2015,Број,53,Ж,9204
2015,Број,54,Ж,9300
2015,Број,55,Ж,9440
2015,Број,56,Ж,9636
2015,Број,57,Ж,9329
2015,Број,58,Ж,9339
2015,Број,59,Ж,9693
2015,Број,60,Ж,9921
2015,Број,61,Ж,9912
2015,Број,62,Ж,9882
2015,Број,63,Ж,9082
2015,Број,64,Ж,8458
2015,Број,65,Ж,8740
2015,Број,66,Ж,8220
2015,Број,67,Ж,7742
2015,Број,68,Ж,7333
2015,Број,69,Ж,6076
2015,Број,70,Ж,5150
2015,Број,71,Ж,5245
2015,Број,72,Ж,5382
2015,Број,73,Ж,5719
2015,Број,74,Ж,6382
2015,Број,75,Ж,6489
2015,Број,76,Ж,6165
2015,Број,77,Ж,5942
2015,Број,78,Ж,5581
2015,Број,79,Ж,5090
2015,Број,80,Ж,4571
2015,Број,81,Ж,4040
2015,Број,82,Ж,3488
2015,Број,83,Ж,2835
2015,Број,84,Ж,2473
2015,Број,85,Ж,2121
2015,Број,86,Ж,1711
2015,Број,87,Ж,1356
2015,Број,88,Ж,979
2015,Број,89,Ж,738
2015,Број,90 +,Ж,1758
2016,Број,Укупно,Укупно,1157516
2016,Број,0,Укупно,9378
2016,Број,1,Укупно,9354
2016,Број,2,Укупно,9505
2016,Број,3,Укупно,10047
2016,Број,4,Укупно,10450
2016,Број,5,Укупно,10717
2016,Број,6,Укупно,11108
2016,Број,7,Укупно,11257
2016,Број,8,Укупно,10887
2016,Број,9,Укупно,10723
2016,Број,10,Укупно,10704
2016,Број,11,Укупно,10823
2016,Број,12,Укупно,10846
2016,Број,13,Укупно,10961
2016,Број,14,Укупно,11313
2016,Број,15,Укупно,11696
2016,Број,16,Укупно,11757
2016,Број,17,Укупно,12338
2016,Број,18,Укупно,13742
2016,Број,19,Укупно,14391
2016,Број,20,Укупно,14520
2016,Број,21,Укупно,14332
2016,Број,22,Укупно,12789
2016,Број,23,Укупно,11719
2016,Број,24,Укупно,12923
2016,Број,25,Укупно,13722
2016,Број,26,Укупно,13813
2016,Број,27,Укупно,14391
2016,Број,28,Укупно,14821
2016,Број,29,Укупно,15003
2016,Број,30,Укупно,15290
2016,Број,31,Укупно,15720
2016,Број,32,Укупно,16146
2016,Број,33,Укупно,16227
2016,Број,34,Укупно,16121
2016,Број,35,Укупно,16172
2016,Број,36,Укупно,16017
2016,Број,37,Укупно,15952
2016,Број,38,Укупно,15996
2016,Број,39,Укупно,16510
2016,Број,40,Укупно,16455
2016,Број,41,Укупно,15744
2016,Број,42,Укупно,15518
2016,Број,43,Укупно,15666
2016,Број,44,Укупно,15491
2016,Број,45,Укупно,14639
2016,Број,46,Укупно,14620
2016,Број,47,Укупно,15173
2016,Број,48,Укупно,15690
2016,Број,49,Укупно,16302
2016,Број,50,Укупно,16973
2016,Број,51,Укупно,16939
2016,Број,52,Укупно,16853
2016,Број,53,Укупно,17601
2016,Број,54,Укупно,18032
2016,Број,55,Укупно,18146
2016,Број,56,Укупно,18323
2016,Број,57,Укупно,18490
2016,Број,58,Укупно,17776
2016,Број,59,Укупно,17878
2016,Број,60,Укупно,18466
2016,Број,61,Укупно,19040
2016,Број,62,Укупно,18819
2016,Број,63,Укупно,18620
2016,Број,64,Укупно,16817
2016,Број,65,Укупно,15748
2016,Број,66,Укупно,16089
2016,Број,67,Укупно,14900
2016,Број,68,Укупно,13873
2016,Број,69,Укупно,13076
2016,Број,70,Укупно,10605
2016,Број,71,Укупно,8944
2016,Број,72,Укупно,8905
2016,Број,73,Укупно,9018
2016,Број,74,Укупно,9665
2016,Број,75,Укупно,10599
2016,Број,76,Укупно,10578
2016,Број,77,Укупно,9932
2016,Број,78,Укупно,9404
2016,Број,79,Укупно,8661
2016,Број,80,Укупно,7718
2016,Број,81,Укупно,6694
2016,Број,82,Укупно,5810
2016,Број,83,Укупно,4954
2016,Број,84,Укупно,3928
2016,Број,85,Укупно,3411
2016,Број,86,Укупно,2835
2016,Број,87,Укупно,2302
2016,Број,88,Укупно,1744
2016,Број,89,Укупно,1151
2016,Број,90 +,Укупно,2720
2016,Број,Укупно,M,565368
2016,Број,0,M,4855
2016,Број,1,M,4847
2016,Број,2,M,4934
2016,Број,3,M,5128
2016,Број,4,M,5335
2016,Број,5,M,5464
2016,Број,6,M,5707
2016,Број,7,M,5851
2016,Број,8,M,5568
2016,Број,9,M,5442
2016,Број,10,M,5458
2016,Број,11,M,5589
2016,Број,12,M,5606
2016,Број,13,M,5632
2016,Број,14,M,5858
2016,Број,15,M,6014
2016,Број,16,M,6003
2016,Број,17,M,6320
2016,Број,18,M,7078
2016,Број,19,M,7404
2016,Број,20,M,7411
2016,Број,21,M,7384
