Year,UNIT_MEASURE,Административна област,Пол,Религија,Value
2013,Број,Доњи Жабар,M,Укупно,1853
2013,Број,Доњи Жабар,Ж,Укупно,1816
2013,Број,Град Зворник,Оба пола,Укупно,54407
2013,Број,Град Зворник,M,Укупно,26803
2013,Број,Град Зворник,Ж,Укупно,27604
2013,Број,Источна Илиџа,Оба пола,Укупно,14437
2013,Број,Источна Илиџа,M,Укупно,6905
2013,Број,Источна Илиџа,Ж,Укупно,7532
2013,Број,Источни Дрвар,Оба пола,Укупно,66
2013,Број,Источни Дрвар,M,Укупно,44
2013,Број,Источни Дрвар,Ж,Укупно,22
2013,Број,Источни Мостар,Оба пола,Укупно,244
2013,Број,Источни Мостар,M,Укупно,138
2013,Број,Источни Мостар,Ж,Укупно,106
2013,Број,Источни Стари Град,Оба пола,Укупно,1116
2013,Број,Источни Стари Град,M,Укупно,552
2013,Број,Источни Стари Град,Ж,Укупно,564
2013,Број,Источно Ново Сарајево,Оба пола,Укупно,10401
2013,Број,Источно Ново Сарајево,M,Укупно,4936
2013,Број,Источно Ново Сарајево,Ж,Укупно,5465
2013,Број,Језеро,Оба пола,Укупно,1039
2013,Број,Језеро,M,Укупно,534
2013,Број,Језеро,Ж,Укупно,505
2013,Број,Калиновик,Оба пола,Укупно,1962
2013,Број,Калиновик,M,Укупно,950
2013,Број,Калиновик,Ж,Укупно,1012
2013,Број,Кнежево,Оба пола,Укупно,9368
2013,Број,Кнежево,M,Укупно,4632
2013,Број,Кнежево,Ж,Укупно,4736
2013,Број,Козарска Дубица,Оба пола,Укупно,20681
2013,Број,Козарска Дубица,M,Укупно,10094
2013,Број,Козарска Дубица,Ж,Укупно,10587
2013,Број,Костајница,Оба пола,Укупно,5645
2013,Број,Костајница,M,Укупно,2780
2013,Број,Костајница,Ж,Укупно,2865
2013,Број,Котор Варош,Оба пола,Укупно,18361
2013,Број,Котор Варош,M,Укупно,9007
2013,Број,Котор Варош,Ж,Укупно,9354
2013,Број,Крупа на Уни,Оба пола,Укупно,1560
2013,Број,Крупа на Уни,M,Укупно,841
2013,Број,Крупа на Уни,Ж,Укупно,719
2013,Број,Купрес,Оба пола,Укупно,293
2013,Број,Купрес,M,Укупно,157
2013,Број,Купрес,Ж,Укупно,136
2013,Број,Лакташи,Оба пола,Укупно,34210
2013,Број,Лакташи,M,Укупно,16905
2013,Број,Лакташи,Ж,Укупно,17305
2013,Број,Лопаре,Оба пола,Укупно,14689
2013,Број,Лопаре,M,Укупно,7377
2013,Број,Лопаре,Ж,Укупно,7312
2013,Број,Љубиње,Оба пола,Укупно,3319
2013,Број,Љубиње,M,Укупно,1633
2013,Број,Љубиње,Ж,Укупно,1686
2013,Број,Милићи,Оба пола,Укупно,10445
2013,Број,Милићи,M,Укупно,5252
2013,Број,Милићи,Ж,Укупно,5193
2013,Број,Модрича,Оба пола,Укупно,24490
2013,Број,Модрича,M,Укупно,11969
2013,Број,Модрича,Ж,Укупно,12521
2013,Број,Мркоњић Град,Оба пола,Укупно,15926
2013,Број,Мркоњић Град,M,Укупно,7660
2013,Број,Мркоњић Град,Ж,Укупно,8266
2013,Број,Невесиње,Оба пола,Укупно,12542
2013,Број,Невесиње,M,Укупно,6236
2013,Број,Невесиње,Ж,Укупно,6306
2013,Број,Нови Град,Оба пола,Укупно,25240
2013,Број,Нови Град,M,Укупно,12580
2013,Број,Нови Град,Ж,Укупно,12660
2013,Број,Ново Горажде,Оба пола,Укупно,2915
2013,Број,Ново Горажде,M,Укупно,1500
2013,Број,Ново Горажде,Ж,Укупно,1415
2013,Број,Осмаци,Оба пола,Укупно,5546
2013,Број,Осмаци,M,Укупно,2779
2013,Број,Осмаци,Ж,Укупно,2767
2013,Број,Оштра Лука,Оба пола,Укупно,2705
2013,Број,Оштра Лука,M,Укупно,1386
2013,Број,Оштра Лука,Ж,Укупно,1319
2013,Број,Пале,Оба пола,Укупно,20359
2013,Број,Пале,M,Укупно,9744
2013,Број,Пале,Ж,Укупно,10615
2013,Број,Пелагићево,Оба пола,Укупно,4358
2013,Број,Пелагићево,M,Укупно,2151
2013,Број,Пелагићево,Ж,Укупно,2207
2013,Број,Петровац,Оба пола,Укупно,354
2013,Број,Петровац,M,Укупно,169
2013,Број,Петровац,Ж,Укупно,185
2013,Број,Петрово,Оба пола,Укупно,6317
2013,Број,Петрово,M,Укупно,3043
2013,Број,Петрово,Ж,Укупно,3274
2013,Број,Град Приједор,Оба пола,Укупно,80916
2013,Број,Град Приједор,M,Укупно,39418
2013,Број,Град Приједор,Ж,Укупно,41498
2013,Број,Прњавор,Оба пола,Укупно,34357
2013,Број,Прњавор,M,Укупно,16675
2013,Број,Прњавор,Ж,Укупно,17682
2013,Број,Рибник,Оба пола,Укупно,5851
2013,Број,Рибник,M,Укупно,2900
2013,Број,Рибник,Ж,Укупно,2951
2013,Број,Рогатица,Оба пола,Укупно,10302
2013,Број,Рогатица,M,Укупно,5053
2013,Број,Рогатица,Ж,Укупно,5249
2013,Број,Рудо,Оба пола,Укупно,7578
2013,Број,Рудо,M,Укупно,3840
2013,Број,Рудо,Ж,Укупно,3738
2013,Број,Соколац,Оба пола,Укупно,11620
2013,Број,Соколац,M,Укупно,5723
2013,Број,Соколац,Ж,Укупно,5897
2013,Број,Србац,Оба пола,Укупно,16933
2013,Број,Србац,M,Укупно,8295
2013,Број,Србац,Ж,Укупно,8638
2013,Број,Сребреница,Оба пола,Укупно,11698
2013,Број,Сребреница,M,Укупно,5714
2013,Број,Сребреница,Ж,Укупно,5984
2013,Број,Теслић,Оба пола,Укупно,37236
2013,Број,Теслић,M,Укупно,17894
2013,Број,Теслић,Ж,Укупно,19342
2013,Број,Град Требиње,Оба пола,Укупно,28239
2013,Број,Град Требиње,M,Укупно,13760
2013,Број,Град Требиње,Ж,Укупно,14479
2013,Број,Трново,Оба пола,Укупно,1983
2013,Број,Трново,M,Укупно,953
2013,Број,Трново,Ж,Укупно,1030
2013,Број,Угљевик,Оба пола,Укупно,15118
2013,Број,Угљевик,M,Укупно,7626
2013,Број,Угљевик,Ж,Укупно,7492
2013,Број,Фоча,Оба пола,Укупно,17580
2013,Број,Фоча,M,Укупно,8880
2013,Број,Фоча,Ж,Укупно,8700
2013,Број,Хан Пијесак,Оба пола,Укупно,3445
2013,Број,Хан Пијесак,M,Укупно,1632
2013,Број,Хан Пијесак,Ж,Укупно,1813
2013,Број,Чајниче,Оба пола,Укупно,4679
2013,Број,Чајниче,M,Укупно,2347
2013,Број,Чајниче,Ж,Укупно,2332
2013,Број,Челинац,Оба пола,Укупно,15117
2013,Број,Челинац,M,Укупно,7477
2013,Број,Челинац,Ж,Укупно,7640
2013,Број,Шамац,Оба пола,Укупно,16308
2013,Број,Шамац,M,Укупно,7908
2013,Број,Шамац,Ж,Укупно,8400
2013,Број,Шековићи,Оба пола,Укупно,6323
2013,Број,Шековићи,M,Укупно,3103
2013,Број,Шековићи,Ж,Укупно,3220
2013,Број,Шипово,Оба пола,Укупно,9969
2013,Број,Шипово,M,Укупно,5046
2013,Број,Шипово,Ж,Укупно,4923
2013,Број,Република Српска,Оба пола,Муслиман,149435
2013,Број,Република Српска,M,Муслиман,72605
2013,Број,Република Српска,Ж,Муслиман,76830
2013,Број,Град Бања Лука,Оба пола,Муслиман,6693
2013,Број,Град Бања Лука,M,Муслиман,3053
2013,Број,Град Бања Лука,Ж,Муслиман,3640
2013,Број,Берковићи,Оба пола,Муслиман,155
2013,Број,Берковићи,M,Муслиман,87
2013,Број,Берковићи,Ж,Муслиман,68
2013,Број,Град Бијељина,Оба пола,Муслиман,12055
2013,Број,Град Бијељина,M,Муслиман,5902
2013,Број,Град Бијељина,Ж,Муслиман,6153
2013,Број,Билећа,Оба пола,Муслиман,23
2013,Број,Билећа,M,Муслиман,14
2013,Број,Билећа,Ж,Муслиман,9
2013,Број,Братунац,Оба пола,Муслиман,6591
2013,Број,Братунац,M,Муслиман,3220
2013,Број,Братунац,Ж,Муслиман,3371
2013,Број,Брод,Оба пола,Муслиман,1311
2013,Број,Брод,M,Муслиман,646
2013,Број,Брод,Ж,Муслиман,665
2013,Број,Вишеград,Оба пола,Муслиман,876
2013,Број,Вишеград,M,Муслиман,443
2013,Број,Вишеград,Ж,Муслиман,433
2013,Број,Власеница,Оба пола,Муслиман,3354
2013,Број,Власеница,M,Муслиман,1645
2013,Број,Власеница,Ж,Муслиман,1709
2013,Број,Вукосавље,Оба пола,Муслиман,2154
2013,Број,Вукосавље,M,Муслиман,1105
2013,Број,Вукосавље,Ж,Муслиман,1049
2013,Број,Гацко,Оба пола,Муслиман,330
2013,Број,Гацко,M,Муслиман,178
2013,Број,Гацко,Ж,Муслиман,152
2013,Број,Град Градишка,Оба пола,Муслиман,6619
2013,Број,Град Градишка,M,Муслиман,3214
2013,Број,Град Градишка,Ж,Муслиман,3405
2013,Број,Град Дервента,Оба пола,Муслиман,1709
2013,Број,Град Дервента,M,Муслиман,820
2013,Број,Град Дервента,Ж,Муслиман,889
2013,Број,Град Добој,Оба пола,Муслиман,14342
2013,Број,Град Добој,M,Муслиман,6861
2013,Број,Град Добој,Ж,Муслиман,7481
2013,Број,Доњи Жабар,Оба пола,Муслиман,4
2013,Број,Доњи Жабар,M,Муслиман,0
2013,Број,Доњи Жабар,Ж,Муслиман,4
2013,Број,Град Зворник,Оба пола,Муслиман,16791
2013,Број,Град Зворник,M,Муслиман,8218
2013,Број,Град Зворник,Ж,Муслиман,8573
2013,Број,Источна Илиџа,Оба пола,Муслиман,630
2013,Број,Источна Илиџа,M,Муслиман,291
2013,Број,Источна Илиџа,Ж,Муслиман,339
2013,Број,Источни Дрвар,Оба пола,Муслиман,0
2013,Број,Источни Дрвар,M,Муслиман,0
2013,Број,Источни Дрвар,Ж,Муслиман,0
2013,Број,Источни Мостар,Оба пола,Муслиман,77
2013,Број,Источни Мостар,M,Муслиман,44
2013,Број,Источни Мостар,Ж,Муслиман,33
2013,Број,Источни Стари Град,Оба пола,Муслиман,38
2013,Број,Источни Стари Град,M,Муслиман,23
2013,Број,Источни Стари Град,Ж,Муслиман,15
2013,Број,Источно Ново Сарајево,Оба пола,Муслиман,121
2013,Број,Источно Ново Сарајево,M,Муслиман,52
2013,Број,Источно Ново Сарајево,Ж,Муслиман,69
2013,Број,Језеро,Оба пола,Муслиман,250
2013,Број,Језеро,M,Муслиман,117
2013,Број,Језеро,Ж,Муслиман,133
2013,Број,Калиновик,Оба пола,Муслиман,42
2013,Број,Калиновик,M,Муслиман,19
2013,Број,Калиновик,Ж,Муслиман,23
2013,Број,Кнежево,Оба пола,Муслиман,403
2013,Број,Кнежево,M,Муслиман,182
2013,Број,Кнежево,Ж,Муслиман,221
2013,Број,Козарска Дубица,Оба пола,Муслиман,1902
2013,Број,Козарска Дубица,M,Муслиман,915
2013,Број,Козарска Дубица,Ж,Муслиман,987
2013,Број,Костајница,Оба пола,Муслиман,1271
2013,Број,Костајница,M,Муслиман,623
2013,Број,Костајница,Ж,Муслиман,648
2013,Број,Котор Варош,Оба пола,Муслиман,4498
2013,Број,Котор Варош,M,Муслиман,2159
2013,Број,Котор Варош,Ж,Муслиман,2339
2013,Број,Крупа на Уни,Оба пола,Муслиман,3
2013,Број,Крупа на Уни,M,Муслиман,1
2013,Број,Крупа на Уни,Ж,Муслиман,2
2013,Број,Купрес,Оба пола,Муслиман,0
2013,Број,Купрес,M,Муслиман,0
2013,Број,Купрес,Ж,Муслиман,0
2013,Број,Лакташи,Оба пола,Муслиман,110
2013,Број,Лакташи,M,Муслиман,49
2013,Број,Лакташи,Ж,Муслиман,61
2013,Број,Лопаре,Оба пола,Муслиман,1315
2013,Број,Лопаре,M,Муслиман,648
2013,Број,Лопаре,Ж,Муслиман,667
2013,Број,Љубиње,Оба пола,Муслиман,12
2013,Број,Љубиње,M,Муслиман,6
2013,Број,Љубиње,Ж,Муслиман,6
2013,Број,Милићи,Оба пола,Муслиман,3538
2013,Број,Милићи,M,Муслиман,1750
2013,Број,Милићи,Ж,Муслиман,1788
2013,Број,Модрича,Оба пола,Муслиман,3032
2013,Број,Модрича,M,Муслиман,1445
2013,Број,Модрича,Ж,Муслиман,1587
2013,Број,Мркоњић Град,Оба пола,Муслиман,351
2013,Број,Мркоњић Град,M,Муслиман,170
2013,Број,Мркоњић Град,Ж,Муслиман,181
2013,Број,Невесиње,Оба пола,Муслиман,508
2013,Број,Невесиње,M,Муслиман,260
2013,Број,Невесиње,Ж,Муслиман,248
2013,Број,Нови Град,Оба пола,Муслиман,5261
2013,Број,Нови Град,M,Муслиман,2635
2013,Број,Нови Град,Ж,Муслиман,2626
2013,Број,Ново Горажде,Оба пола,Муслиман,1319
2013,Број,Ново Горажде,M,Муслиман,662
2013,Број,Ново Горажде,Ж,Муслиман,657
2013,Број,Осмаци,Оба пола,Муслиман,2647
2013,Број,Осмаци,M,Муслиман,1303
2013,Број,Осмаци,Ж,Муслиман,1344
2013,Број,Оштра Лука,Оба пола,Муслиман,26
2013,Број,Оштра Лука,M,Муслиман,8
2013,Број,Оштра Лука,Ж,Муслиман,18
2013,Број,Пале,Оба пола,Муслиман,160
2013,Број,Пале,M,Муслиман,83
2013,Број,Пале,Ж,Муслиман,77
2013,Број,Пелагићево,Оба пола,Муслиман,13
2013,Број,Пелагићево,M,Муслиман,3
2013,Број,Пелагићево,Ж,Муслиман,10
2013,Број,Петровац,Оба пола,Муслиман,0
2013,Број,Петровац,M,Муслиман,0
2013,Број,Петровац,Ж,Муслиман,0
2013,Број,Петрово,Оба пола,Муслиман,7
2013,Број,Петрово,M,Муслиман,2
2013,Број,Петрово,Ж,Муслиман,5
2013,Број,Град Приједор,Оба пола,Муслиман,22271
2013,Број,Град Приједор,M,Муслиман,10662
2013,Број,Град Приједор,Ж,Муслиман,11609
2013,Број,Прњавор,Оба пола,Муслиман,2776
2013,Број,Прњавор,M,Муслиман,1337
2013,Број,Прњавор,Ж,Муслиман,1439
2013,Број,Рибник,Оба пола,Муслиман,0
2013,Број,Рибник,M,Муслиман,0
2013,Број,Рибник,Ж,Муслиман,0
2013,Број,Рогатица,Оба пола,Муслиман,1006
2013,Број,Рогатица,M,Муслиман,517
2013,Број,Рогатица,Ж,Муслиман,489
2013,Број,Рудо,Оба пола,Муслиман,588
2013,Број,Рудо,M,Муслиман,306
2013,Број,Рудо,Ж,Муслиман,282
2013,Број,Соколац,Оба пола,Муслиман,620
2013,Број,Соколац,M,Муслиман,325
2013,Број,Соколац,Ж,Муслиман,295
2013,Број,Србац,Оба пола,Муслиман,399
2013,Број,Србац,M,Муслиман,184
2013,Број,Србац,Ж,Муслиман,215
2013,Број,Сребреница,Оба пола,Муслиман,6134
2013,Број,Сребреница,M,Муслиман,2916
2013,Број,Сребреница,Ж,Муслиман,3218
2013,Број,Теслић,Оба пола,Муслиман,6932
2013,Број,Теслић,M,Муслиман,3410
2013,Број,Теслић,Ж,Муслиман,3522
2013,Број,Град Требиње,Оба пола,Муслиман,848
2013,Број,Град Требиње,M,Муслиман,415
2013,Број,Град Требиње,Ж,Муслиман,433
2013,Број,Трново,Оба пола,Муслиман,802
2013,Број,Трново,M,Муслиман,395
2013,Број,Трново,Ж,Муслиман,407
2013,Број,Угљевик,Оба пола,Муслиман,2002
2013,Број,Угљевик,M,Муслиман,977
2013,Број,Угљевик,Ж,Муслиман,1025
2013,Број,Фоча,Оба пола,Муслиман,1173
2013,Број,Фоча,M,Муслиман,630
2013,Број,Фоча,Ж,Муслиман,543
2013,Број,Хан Пијесак,Оба пола,Муслиман,435
2013,Број,Хан Пијесак,M,Муслиман,212
2013,Број,Хан Пијесак,Ж,Муслиман,223
2013,Број,Чајниче,Оба пола,Муслиман,836
2013,Број,Чајниче,M,Муслиман,440
2013,Број,Чајниче,Ж,Муслиман,396
2013,Број,Челинац,Оба пола,Муслиман,406
2013,Број,Челинац,M,Муслиман,203
2013,Број,Челинац,Ж,Муслиман,203
2013,Број,Шамац,Оба пола,Муслиман,976
2013,Број,Шамац,M,Муслиман,471
2013,Број,Шамац,Ж,Муслиман,505
2013,Број,Шековићи,Оба пола,Муслиман,107
2013,Број,Шековићи,M,Муслиман,54
2013,Број,Шековићи,Ж,Муслиман,53
2013,Број,Шипово,Оба пола,Муслиман,583
2013,Број,Шипово,M,Муслиман,295
2013,Број,Шипово,Ж,Муслиман,288
2013,Број,Република Српска,Оба пола,Католик,25763
2013,Број,Република Српска,M,Католик,10431
2013,Број,Република Српска,Ж,Католик,15332
2013,Број,Град Бања Лука,Оба пола,Католик,4637
2013,Број,Град Бања Лука,M,Католик,1585
2013,Број,Град Бања Лука,Ж,Католик,3052
2013,Број,Берковићи,Оба пола,Католик,6
2013,Број,Берковићи,M,Католик,1
2013,Број,Берковићи,Ж,Католик,5
2013,Број,Град Бијељина,Оба пола,Католик,508
2013,Број,Град Бијељина,M,Католик,103
2013,Број,Град Бијељина,Ж,Католик,405
2013,Број,Билећа,Оба пола,Католик,18
2013,Број,Билећа,M,Католик,2
2013,Број,Билећа,Ж,Католик,16
2013,Број,Братунац,Оба пола,Католик,26
2013,Број,Братунац,M,Католик,3
2013,Број,Братунац,Ж,Католик,23
2013,Број,Брод,Оба пола,Католик,2925
2013,Број,Брод,M,Католик,1360
2013,Број,Брод,Ж,Католик,1565
2013,Број,Вишеград,Оба пола,Католик,33
2013,Број,Вишеград,M,Католик,6
2013,Број,Вишеград,Ж,Католик,27
2013,Број,Власеница,Оба пола,Католик,22
2013,Број,Власеница,M,Католик,4
2013,Број,Власеница,Ж,Католик,18
2013,Број,Вукосавље,Оба пола,Католик,680
2013,Број,Вукосавље,M,Католик,325
2013,Број,Вукосавље,Ж,Католик,355
2013,Број,Гацко,Оба пола,Католик,10
2013,Број,Гацко,M,Католик,4
2013,Број,Гацко,Ж,Католик,6
2013,Број,Град Градишка,Оба пола,Католик,865
2013,Број,Град Градишка,M,Католик,303
2013,Број,Град Градишка,Ж,Католик,562
2013,Број,Град Дервента,Оба пола,Католик,2109
2013,Број,Град Дервента,M,Католик,999
2013,Број,Град Дервента,Ж,Католик,1110
2013,Број,Град Добој,Оба пола,Католик,1448
2013,Број,Град Добој,M,Католик,532
2013,Број,Град Добој,Ж,Католик,916
2013,Број,Доњи Жабар,Оба пола,Католик,977
2013,Број,Доњи Жабар,M,Католик,490
2013,Број,Доњи Жабар,Ж,Католик,487
2013,Број,Град Зворник,Оба пола,Католик,83
2013,Број,Град Зворник,M,Католик,6
2013,Број,Град Зворник,Ж,Католик,77
2013,Број,Источна Илиџа,Оба пола,Католик,142
2013,Број,Источна Илиџа,M,Католик,36
2013,Број,Источна Илиџа,Ж,Католик,106
2013,Број,Источни Дрвар,Оба пола,Католик,1
2013,Број,Источни Дрвар,M,Католик,0
2013,Број,Источни Дрвар,Ж,Католик,1
2013,Број,Источни Мостар,Оба пола,Католик,11
2013,Број,Источни Мостар,M,Католик,8
2013,Број,Источни Мостар,Ж,Католик,3
2013,Број,Источни Стари Град,Оба пола,Католик,5
2013,Број,Источни Стари Град,M,Католик,0
2013,Број,Источни Стари Град,Ж,Католик,5
2013,Број,Источно Ново Сарајево,Оба пола,Католик,101
2013,Број,Источно Ново Сарајево,M,Католик,28
2013,Број,Источно Ново Сарајево,Ж,Католик,73
2013,Број,Језеро,Оба пола,Католик,4
2013,Број,Језеро,M,Католик,2
2013,Број,Језеро,Ж,Католик,2
2013,Број,Калиновик,Оба пола,Католик,5
2013,Број,Калиновик,M,Католик,2
2013,Број,Калиновик,Ж,Католик,3
2013,Број,Кнежево,Оба пола,Католик,17
2013,Број,Кнежево,M,Католик,4
2013,Број,Кнежево,Ж,Католик,13
2013,Број,Козарска Дубица,Оба пола,Католик,250
2013,Број,Козарска Дубица,M,Католик,72
2013,Број,Козарска Дубица,Ж,Католик,178
2013,Број,Костајница,Оба пола,Католик,84
2013,Број,Костајница,M,Католик,26
2013,Број,Костајница,Ж,Католик,58
2013,Број,Котор Варош,Оба пола,Католик,788
2013,Број,Котор Варош,M,Католик,365
2013,Број,Котор Варош,Ж,Католик,423
2013,Број,Крупа на Уни,Оба пола,Католик,2
2013,Број,Крупа на Уни,M,Католик,0
2013,Број,Крупа на Уни,Ж,Католик,2
2013,Број,Купрес,Оба пола,Католик,0
2013,Број,Купрес,M,Католик,0
2013,Број,Купрес,Ж,Католик,0
2013,Број,Лакташи,Оба пола,Католик,497
2013,Број,Лакташи,M,Католик,166
2013,Број,Лакташи,Ж,Католик,331
2013,Број,Лопаре,Оба пола,Католик,40
2013,Број,Лопаре,M,Католик,5
2013,Број,Лопаре,Ж,Католик,35
2013,Број,Љубиње,Оба пола,Католик,5
2013,Број,Љубиње,M,Католик,1
2013,Број,Љубиње,Ж,Католик,4
2013,Број,Милићи,Оба пола,Католик,17
2013,Број,Милићи,M,Католик,5
2013,Број,Милићи,Ж,Католик,12
2013,Број,Модрича,Оба пола,Католик,1365
2013,Број,Модрича,M,Католик,651
2013,Број,Модрича,Ж,Католик,714
2013,Број,Мркоњић Град,Оба пола,Католик,146
2013,Број,Мркоњић Град,M,Католик,56
2013,Број,Мркоњић Град,Ж,Католик,90
2013,Број,Невесиње,Оба пола,Католик,21
2013,Број,Невесиње,M,Католик,5
2013,Број,Невесиње,Ж,Католик,16
2013,Број,Нови Град,Оба пола,Католик,152
2013,Број,Нови Град,M,Католик,47
2013,Број,Нови Град,Ж,Католик,105
2013,Број,Ново Горажде,Оба пола,Католик,2
2013,Број,Ново Горажде,M,Католик,1
2013,Број,Ново Горажде,Ж,Католик,1
2013,Број,Осмаци,Оба пола,Католик,4
2013,Број,Осмаци,M,Католик,0
2013,Број,Осмаци,Ж,Католик,4
2013,Број,Оштра Лука,Оба пола,Католик,131
2013,Број,Оштра Лука,M,Католик,62
2013,Број,Оштра Лука,Ж,Католик,69
2013,Број,Пале,Оба пола,Католик,116
2013,Број,Пале,M,Католик,30
2013,Број,Пале,Ж,Католик,86
2013,Број,Пелагићево,Оба пола,Католик,1180
2013,Број,Пелагићево,M,Католик,578
2013,Број,Пелагићево,Ж,Католик,602
2013,Број,Петровац,Оба пола,Католик,0
2013,Број,Петровац,M,Католик,0
2013,Број,Петровац,Ж,Католик,0
2013,Број,Петрово,Оба пола,Католик,35
2013,Број,Петрово,M,Католик,10
2013,Број,Петрово,Ж,Католик,25
2013,Број,Град Приједор,Оба пола,Католик,1544
2013,Број,Град Приједор,M,Католик,587
2013,Број,Град Приједор,Ж,Католик,957
2013,Број,Прњавор,Оба пола,Католик,645
2013,Број,Прњавор,M,Католик,255
2013,Број,Прњавор,Ж,Католик,390
2013,Број,Рибник,Оба пола,Католик,7
2013,Број,Рибник,M,Католик,1
2013,Број,Рибник,Ж,Католик,6
2013,Број,Рогатица,Оба пола,Католик,16
2013,Број,Рогатица,M,Католик,1
2013,Број,Рогатица,Ж,Католик,15
2013,Број,Рудо,Оба пола,Католик,3
2013,Број,Рудо,M,Католик,1
2013,Број,Рудо,Ж,Католик,2
2013,Број,Соколац,Оба пола,Католик,23
2013,Број,Соколац,M,Католик,3
2013,Број,Соколац,Ж,Католик,20
2013,Број,Србац,Оба пола,Католик,153
2013,Број,Србац,M,Католик,37
2013,Број,Србац,Ж,Католик,116
2013,Број,Сребреница,Оба пола,Католик,17
2013,Број,Сребреница,M,Католик,7
2013,Број,Сребреница,Ж,Католик,10
2013,Број,Теслић,Оба пола,Католик,1292
2013,Број,Теслић,M,Католик,552
2013,Број,Теслић,Ж,Католик,740
2013,Број,Град Требиње,Оба пола,Католик,293
2013,Број,Град Требиње,M,Католик,90
2013,Број,Град Требиње,Ж,Католик,203
2013,Број,Трново,Оба пола,Католик,15
2013,Број,Трново,M,Католик,2
2013,Број,Трново,Ж,Католик,13
2013,Број,Угљевик,Оба пола,Католик,39
2013,Број,Угљевик,M,Католик,7
2013,Број,Угљевик,Ж,Католик,32
2013,Број,Фоча,Оба пола,Католик,64
2013,Број,Фоча,M,Католик,20
2013,Број,Фоча,Ж,Католик,44
2013,Број,Хан Пијесак,Оба пола,Католик,5
2013,Број,Хан Пијесак,M,Католик,0
2013,Број,Хан Пијесак,Ж,Католик,5
2013,Број,Чајниче,Оба пола,Католик,5
2013,Број,Чајниче,M,Католик,0
2013,Број,Чајниче,Ж,Католик,5
2013,Број,Челинац,Оба пола,Католик,58
2013,Број,Челинац,M,Католик,14
2013,Број,Челинац,Ж,Католик,44
2013,Број,Шамац,Оба пола,Католик,2091
2013,Број,Шамац,M,Католик,969
2013,Број,Шамац,Ж,Католик,1122
2013,Број,Шековићи,Оба пола,Католик,7
2013,Број,Шековићи,M,Католик,0
2013,Број,Шековићи,Ж,Католик,7
2013,Број,Шипово,Оба пола,Католик,18
2013,Број,Шипово,M,Католик,2
2013,Број,Шипово,Ж,Католик,16
2013,Број,Република Српска,Оба пола,ortodox,969315
2013,Број,Република Српска,M,ortodox,476184
2013,Број,Република Српска,Ж,ortodox,493131
2013,Број,Град Бања Лука,Оба пола,ortodox,161267
2013,Број,Град Бања Лука,M,ortodox,78266
2013,Број,Град Бања Лука,Ж,ortodox,83001
2013,Број,Берковићи,Оба пола,ortodox,1873
2013,Број,Берковићи,M,ortodox,940
2013,Број,Берковићи,Ж,ortodox,933
2013,Број,Град Бијељина,Оба пола,ortodox,89144
2013,Број,Град Бијељина,M,ortodox,43682
2013,Број,Град Бијељина,Ж,ortodox,45462
2013,Број,Билећа,Оба пола,ortodox,10490
2013,Број,Билећа,M,ortodox,5291
2013,Број,Билећа,Ж,ortodox,5199
2013,Број,Братунац,Оба пола,ortodox,11726
2013,Број,Братунац,M,ortodox,5835
2013,Број,Братунац,Ж,ortodox,5891
